word_id,word,frequence
562,店里环境,29
563,成都玩,29
564,干净整洁,29
565,咖啡终于,29
566,适合喝,29
567,豆铁,29
568,铁换燕麦,29
569,喝到最后,28
570,不懂咖啡,28
571,店员态度,28
572,成都人民,28
573,排队拿到,28
574,找地方,28
575,随便拍,28
576,之前一直,28
577,招牌熔岩,28
578,很好拍,28
579,没想到成都,28
580,没有座位,28
581,里走,28
582,里开,28
583,喝感觉,28
584,咖啡选择,28
585,爸爸西班牙,28
586,独立咖啡馆,28
587,环境店面,28
588,觉得没有,28
589,店面很大,28
590,少糖,28
591,说味道,28
592,口感更,28
593,比较安静,27
594,非常推荐,27
595,没什么特别,27
596,店员会,27
597,不会再来,27
598,更浓郁,27
599,铁不错,27
600,芋圆,27
601,坐地方,27
602,不会觉得,27
603,太爱,27
604,觉得特别,27
605,店成都,27
606,大概左右,27
607,西班牙铁加,27
608,红豆馅,27
609,店开在,27
610,热燕麦,27
611,上海喝,27
612,感觉比较,27
613,铁奶,27
614,价格贵,27
615,咖啡香气,27
616,外面拍照,27
617,实在太多,27
618,香港喝过,27
619,进小区,27
620,店不大,27
621,米酒咖啡,27
622,味道更,26
623,风格简单,26
624,装修不错,26
625,喜欢太,26
626,红咖啡厅,26
627,生意很好,26
628,美式综合,26
629,咖啡感觉,26
630,牛奶味,26
631,店咖啡,26
632,一直没,26
633,里咖啡店,26
634,一直喜欢,26
635,铁喜欢,26
636,回成都,26
637,浓缩玛奇,26
638,导航走,26
639,浓缩咖啡,26
640,比较甜,26
641,黑咖啡,26
642,燕麦咖啡,26
643,味道偏,26
644,韩国开,26
645,咖啡确实,26
646,朋友约,26
647,姐姐推荐,25
648,开在成都,25
649,比较贵,25
650,确实好喝,25
651,没有太多,25
652,装修比较,25
653,觉得喝,25
654,铁铁,25
655,品质不错,25
656,新店开业,25
657,义学巷,25
658,来到成都,25
659,味道太,25
660,以后会,25
661,加奶,25
662,外面座位,25
663,真的超,25
664,味道觉得,25
665,推荐咖啡,25
666,咖啡性价比,25
667,比较浓,25
668,融汇对面,25
669,注册会员,25
670,影响口感,25
671,没喝到,25
672,红书,25
673,喝一杯咖啡,25
674,喝甜,25
675,豆子味道,25
676,炒鸡,25
677,超可爱,25
678,奶油面包,25
679,前自带,25
680,咖啡种类,25
681,位置坐,25
682,铁确实,25
683,拉花漂亮,25
684,基本没有,25
685,适合喜欢,24
686,非常非常,24
687,符合口味,24
688,牛奶换成,24
689,环境很棒,24
690,耐心介绍,24
691,超棒,24
692,朋友觉得,24
693,看到店,24
694,特别好喝,24
695,加饮,24
696,室内室外,24
697,地方坐,24
698,火一家,24
699,先说,24
700,排队没有,24
701,简洁大方,24
702,牛奶味道,24
703,会推荐,24
704,冰饮,24
705,环境店铺,24
706,坐坐,24
707,店开业,24
708,喝喝,24
709,杯喝,24
710,服务服务员,24
711,店铺位置,24
712,看到排队,24
713,几乎没有,24
714,燕麦味,24
715,红丝绒,24
716,没有太,24
717,喝奶,24
718,成都打卡,24
719,不算太多,24
720,春熙路附近,24
721,不能喝,24
722,空间很大,24
723,感觉太,24
724,喝到咖啡,23
725,莫吉托,23
726,坐外面,23
727,感觉舒服,23
728,爱咖啡,23
729,终于开,23
730,尝口,23
731,没有排,23
732,必须打卡,23
733,价格偏高,23
734,打卡一家,23
735,太可爱,23
736,口感确实,23
737,不想喝,23
738,味足,23
739,成都开业,23
740,西南首家,23
741,之前喝过,23
742,铁推荐,23
743,巧克力味道,23
744,香味浓郁,23
745,坐午,23
746,姐姐服务,23
747,可可爱爱,23
748,随手拍,23
749,不错咖啡,23
750,不要错过,23
751,咖啡咖啡,23
752,铁加炼乳,23
753,松露低温,23
754,店员服务,23
755,低温蛋,23
756,有点小贵,23
757,咖啡豆,23
758,个人更喜欢,23
759,味道挺好,23
760,排队取,23
761,排队太多,23
762,铁综合,23
763,味道感觉,23
764,小区进门,23
765,有点高,23
766,口感很顺,23
767,排队话,23
768,好看姐姐,23
769,喝之前,23
770,价格比星巴克,22
771,咖啡小店,22
772,杯手,22
773,整体口感,22
774,真的好看,22
775,出率,22
776,太好吃,22
777,几张桌子,22
778,没有尝试,22
779,卡网,22
780,店里咖啡,22
781,咖啡文化,22
782,天气热,22
783,会耐心,22
784,咖啡觉得,22
785,挺适合,22
786,真的喜欢,22
787,再来试试,22
788,环境简约,22
789,成都新,22
790,没有失望,22
791,姐姐温柔,22
792,唯品,22
793,现做,22
794,喜欢奶,22
795,姐姐哥哥,22
796,比较特色,22
797,加糖,22
798,苦咖啡,22
799,杯招牌,22
800,味道淡,22
801,带杯,22
802,咖啡里,22
803,咖啡浓郁,22
804,杯饮料,22
805,假装韩国,22
806,打卡咖啡店,22
807,咖啡喜欢,22
808,外带杯,22
809,排队很久,22
810,味道特别,22
811,喝太,22
812,玫瑰海盐,22
813,铁没有,22
814,比较特别,22
815,咖啡豆子,22
816,更浓,22
817,味道会,22
818,红咖啡馆,22
819,盖咖啡,22
820,约朋友,22
821,开在老,22
822,排队喝,22
823,觉得口感,21
824,荔枝兰,21
825,价格亲民,21
826,略高,21
827,开业排队,21
828,咖啡师姐姐,21
829,里一家,21
830,咖啡推荐,21
831,巧克力酱,21
832,性价比确实,21
833,性价比太高,21
834,隐藏菜单,21
835,每次路过,21
836,感觉奶,21
837,性价比不错,21
838,柠檬特,21
839,咖啡冰,21
840,没有喝过,21
841,坐在窗边,21
842,杯真的,21
843,小区一楼,21
844,舒服感觉,21
845,会更好,21
846,里面外面,21
847,拍照地方,21
848,听说成都,21
849,味道挺,21
850,没办法,21
851,东门大桥,21
852,鱼饼鱼饼,21
853,想找,21
854,价格杯,21
855,端上来,21
856,适合外带,21
857,国际网红,21
858,喜欢抹茶,21
859,宽意面,21
860,蛮好喝,21
861,里比较,21
862,打卡成功,21
863,咖啡店里,21
864,之前喝,21
865,一家韩国,21
866,咖啡速度,21
867,没有喝出,21
868,开在小区,21
869,咖啡饮料,21
870,店铺不大,21
871,偶尔喝,21
872,真的觉得,21
873,口感丝,21
874,一家咖啡厅,21
875,办公楼一楼,21
876,有点太,21
877,没有机会,21
878,有点慢,21
879,铁牛奶,20
880,简直不要,20
881,冰杯,20
882,酒店大堂,20
883,店没有,20
884,口感浓郁,20
885,最大杯,20
886,环境简单,20
887,浓郁咖啡,20
888,里面位置,20
889,豆子不错,20
890,于太古里,20
891,姐姐打卡,20
892,很小杯,20
893,喜欢吃,20
894,味道很淡,20
895,口感觉,20
896,口感真的,20
897,大概排,20
898,位置真的,20
899,西班牙铁换,20
900,可能喝,20
901,一直没来,20
902,桂花糖浆,20
903,杯送,20
904,真的没有,20
905,铁感觉,20
906,咖啡有点,20
907,品咖啡,20
908,非常舒服,20
909,喜欢铁,20
910,选杯,20
911,喜欢喜欢,20
912,刷爆,20
913,源于香港,20
914,真是太,20
915,居然没有,20
916,春熙路太古,20
917,西南店,20
918,太淡,20
919,精品咖啡店,20
920,之前看到,20
921,奶冰,20
922,巧克力味,20
923,咖啡姐姐,20
924,中纱帽,20
925,店面比较,20
926,没有网,20
927,只能做,20
928,太舒服,20
929,里面环境,20
930,服务员姐姐,20
931,甜度刚刚好,20
932,成都好喝,20
933,一小杯,20
934,三明治,20
935,真的太多,20
936,火全球,20
937,风装修,20
938,咖啡豆味道,20
939,铁口味,20
940,社区咖啡店,20
941,简约大气,20
942,拍几张,20
943,朋友西班牙,20
944,价格话,20
945,甜铁,20
946,写点评,20
947,奈雪旁边,20
948,价格实惠,19
949,济州岛,19
950,环境挺好,19
951,香港喝,19
952,设计风格,19
953,坐在外面,19
954,巧克力抹茶,19
955,韩国咖啡店,19
956,路过排队,19
957,东苑小区,19
958,其实没有,19
959,里逛街,19
960,柚子茶美式,19
961,燕麦味道,19
962,比较推荐,19
963,超喜欢,19
964,店终于,19
965,成都独立,19
966,穿搭,19
967,好喝好喝,19
968,咖啡时间,19
969,海盐铁,19
970,社区咖啡,19
971,咖啡哥哥,19
972,会不会,19
973,不算太,19
974,说喝,19
975,个人喜好,19
976,环境干净,19
977,发现店,19
978,价格高,19
979,简直太,19
980,之后会,19
981,发现一家,19
982,喝惯,19
983,焦糖铁,19
984,阿拉比卡咖啡豆,19
985,奶口感,19
986,路过太古,19
987,会喜欢,19
988,选综合,19
989,一直想去,19
990,咖啡打卡,19
991,服务热情,19
992,真的蛮,19
993,太好看,19
994,喝抹茶,19
995,真的好吃,19
996,价格不算,19
997,喜欢店,19
998,装修设计,19
999,咖啡大概,19
1000,咖啡出品,19
1001,火网,19
1002,里打卡,19
1003,咖啡燕麦,19
1004,服务人员,19
1005,爱喝咖啡,19
1006,没人排队,19
1007,特殊时期,19
1008,不想排队,19
1009,特别推荐,19
1010,烘豆子,19
1011,口感会,19
1012,走过去,19
1013,美式铁,19
1014,京都岚山,19
1015,评论说,19
1016,咖啡非常,19
1017,原味铁,19
1018,位置特别,19
1019,一家小店,19
1020,装修白色,19
1021,杏仁铁,19
1022,味太,19
1023,个人认为,18
1024,里西里,18
1025,甜度适中,18
1026,太浓,18
1027,里角落里,18
1028,适合拍,18
1029,刚好路过,18
1030,越喝,18
1031,火咖啡店,18
1032,芝士红豆,18
1033,门口拍照,18
1034,吹爆,18
1035,里一楼,18
1036,拍完,18
1037,闺蜜一起,18
1038,特别高,18
1039,略苦,18
1040,咖啡没,18
1041,觉得还好,18
1042,米苏鱼饼,18
1043,早就听说,18
1044,拉花好看,18
1045,说成都,18
1046,蛋意面,18
1047,觉得杯,18
1048,老板女儿,18
1049,推荐指数,18
1050,说没有,18
1051,咖啡苦味,18
1052,老板说,18
1053,排很长,18
1054,必打卡,18
1055,冰好喝,18
1056,喝味道,18
1057,店之前,18
1058,居民楼里,18
1059,买豆子,18
1060,咖啡店成都,18
1061,价格比星,18
1062,味更,18
1063,巷子里面,18
1064,可能太,18
1065,不算便宜,18
1066,一直觉得,18
1067,咖啡品种,18
1068,环境喜欢,18
1069,里面装修,18
1070,喝觉得,18
1071,进门左手边,18
1072,想打卡,18
1073,朋友打卡,18
1074,环境适合,18
1075,终于机会,18
1076,烘豆,18
1077,铁加,18
1078,冰抹茶,18
1079,还算不错,18
1080,拍照出,18
1081,米酒味道,18
1082,白色基调,18
1083,速度比较,18
1084,朋友过来,18
1085,冰比热,18
1086,式风格,18
1087,较场坝东苑,18
1088,喜欢口感,18
1089,少喝,18
1090,爱马仕旁边,18
1091,位置不太好,18
1092,装修好看,18
1093,觉得冰,18
1094,店太古,18
1095,觉得太,18
1096,地址成都,18
1097,成都喝到,18
1098,觉得惊艳,18
1099,有点少,18
1100,之前日本,18
1101,可能比较,18
1102,开来成都,18
1103,喝过最好,18
1104,杯普通,18
1105,咖啡店,18
1106,烤扁,17
1107,没喝完,17
1108,红拍照,17
1109,肉酱意面,17
1110,很好出,17
1111,排队咖啡,17
1112,真的很棒,17
1113,口喝下去,17
1114,铁比较,17
1115,特别好看,17
1116,店店,17
1117,年代感,17
1118,楼上酒店,17
1119,南街瓦当,17
1120,宇宙网,17
1121,没有太大,17
1122,咖啡里面,17
1123,超火,17
1124,惊艳感觉,17
1125,非常浓郁,17
1126,真的贵,17
1127,拼配豆子,17
1128,式咖啡,17
1129,扁杏仁,17
1130,百利甜,17
1131,一直排队,17
1132,朋友聚会,17
1133,喝星巴克,17
1134,太好找,17
1135,连锁咖啡,17
1136,医院地铁站,17
1137,推荐推荐,17
1138,太惊艳,17
1139,比较清淡,17
1140,拍照真的,17
1141,说会,17
1142,看着舒服,17
1143,松露意面,17
1144,软糯,17
1145,需要搅拌,17
1146,真的便宜,17
1147,喜欢燕麦,17
1148,环境整体,17
1149,口感更好,17
1150,真的真的,17
1151,没位置,17
1152,出品速度,17
1153,座位比较,17
1154,外面坐,17
1155,咖啡差不多,17
1156,地铁线,17
1157,姐姐会,17
1158,店里没有,17
1159,小区门口,17
1160,外面桌子,17
1161,成都一家,17
1162,味道挺不错,17
1163,铁米酒,17
1164,喝不惯,17
1165,逛累,17
1166,附近上班,17
1167,装修非常,17
1168,上面提拉,17
1169,找到店,17
1170,铁招牌,17
1171,人均消费,17
1172,没有喝到,17
1173,选择综合,17
1174,铁里面,17
1175,排队不算,17
1176,外面位置,17
1177,开在写字楼,17
1178,喜欢西班牙,17
1179,喝会,17
1180,喜欢冰,17
1181,真心不错,17
1182,想来打卡,17
1183,坐在里面,17
1184,咖啡特别,17
1185,鱼饼红豆,17
1186,杯米酒,17
1187,风很大,17
1188,喝越,16
1189,配咖啡,16
1190,推荐铁,16
1191,觉得星,16
1192,上海店,16
1193,服务服务态度,16
1194,打卡太古,16
1195,好像没有,16
1196,甜感,16
1197,希望以后,16
1198,终于喝,16
1199,味道真心,16
1200,蛮快,16
1201,芝士味,16
1202,坐位置,16
1203,喝奶茶,16
1204,要来打卡,16
1205,北欧风,16
1206,豆机,16
1207,真的性价比,16
1208,座位很少,16
1209,仪式感,16
1210,明治牛乳,16
1211,出太阳,16
1212,喝好喝,16
1213,薄荷铁,16
1214,燕麦冰,16
1215,坐着喝,16
1216,很早之前,16
1217,感觉性价比,16
1218,露天座位,16
1219,卡一家,16
1220,里面座位,16
1221,比较顺滑,16
1222,不怎么喝,16
1223,小巷子,16
1224,成都开店,16
1225,熔岩咖啡,16
1226,简单干净,16
1227,喝太多,16
1228,咖啡味儿,16
1229,甜度刚好,16
1230,融合很好,16
1231,太古里西,16
1232,比热好喝,16
1233,打过卡,16
1234,非常热情,16
1235,喜欢咖啡店,16
1236,一起喝,16
1237,服务店里,16
1238,味道喝,16
1239,态度挺好,16
1240,挺特别,16
1241,没有说,16
1242,发现成都,16
1243,制作速度,16
1244,整体味道,16
1245,挂耳,16
1246,值得尝试,16
1247,味咖啡,16
1248,一次性杯子,16
1249,小哥哥,16
1250,香港上海,16
1251,说西班牙,16
1252,豆子风味,16
1253,新网,16
1254,可能没,16
1255,感觉会,16
1256,位置挺好,16
1257,换豆奶,16
1258,店拍照,16
1259,甜咖啡,16
1260,铁白,16
1261,姐姐服务态度,16
1262,会选择,16
1263,毕竟网,16
1264,超赞,16
1265,铁还不错,16
1266,日式风格,16
1267,出品稳定,16
1268,盖盖子,16
1269,好好喝,16
1270,店里店外,16
1271,超爱,16
1272,咖啡豆香味,16
1273,天天喝,16
1274,京都喝,16
1275,觉得星巴克,16
1276,真的挺,16
1277,铁味道不错,16
1278,铁和杯,16
1279,味道很棒,16
1280,喝之后,16
1281,泡细腻,16
1282,香浓郁,16
1283,觉得腻,16
1284,过来拍照,16
1285,再尝试,16
1286,算比较,15
1287,涩口,15
1288,拍照挺,15
1289,吃东西,15
1290,比较好找,15
1291,里商圈,15
1292,杯子少,15
1293,问店员,15
1294,铁偏,15
1295,尝个鲜,15
1296,没时间,15
1297,没有特色,15
1298,适合聊天,15
1299,会喝,15
1300,做很好,15
1301,风格非常,15
1302,起来口感,15
1303,咖啡甜品,15
1304,不含咖啡,15
1305,喝东西,15
1306,甜腻,15
1307,个人太,15
1308,喝不到,15
1309,丝绒铁,15
1310,比较合适,15
1311,特别好吃,15
1312,冷咖啡,15
1313,听说老板,15
1314,其实觉得,15
1315,摆区,15
1316,浓稠,15
1317,口觉得,15
1318,杯牛奶,15
1319,店员哥哥,15
1320,熔岩系列,15
1321,真的高,15
1322,觉得挺,15
1323,室外座位,15
1324,喜欢店里,15
1325,背后巷子,15
1326,用心做,15
1327,味没有,15
1328,店面设计,15
1329,鱼饼味道,15
1330,白色装修,15
1331,铁口,15
1332,觉得价格,15
1333,太明显,15
1334,成都出差,15
1335,口感偏,15
1336,成都卡,15
1337,印象深刻,15
1338,很少喝,15
1339,服务态度不错,15
1340,期望太高,15
1341,咖啡醇香,15
1342,起来感觉,15
1343,服务员说,15
1344,咖啡挺,15
1345,小时左右,15
1346,咖啡店环境,15
1347,位置太,15
1348,喝有点,15
1349,服务员热情,15
1350,真的会,15
1351,爸爸喝,15
1352,烩牛肉,15
1353,拔草,15
1354,环境安静,15
1355,拿到饮品,15
1356,味道咖啡,15
1357,铁板鸡胸肉,15
1358,特别感觉,15
1359,口惊艳,15
1360,咖啡店真的,15
1361,完全不会,15
1362,说排队,15
1363,韩国感觉,15
1364,终于找到,15
1365,喝两口,15
1366,确实比较,15
1367,朋友冰,15
1368,味很淡,15
1369,咖啡融合,15
1370,比较醇厚,15
1371,有点酸,15
1372,应该不错,15
1373,里新,15
1374,喝比较,15
1375,喝以后,15
1376,不能错过,15
1377,开网,15
1378,特别浓郁,15
1379,开业自带,15
1380,不愧网,15
1381,排队排到,15
1382,服务非常,15
1383,小区门,15
1384,铁加燕麦,15
1385,再来杯,15
1386,单品豆子,15
1387,铁桂花,15
1388,推荐喝,15
1389,味道喜欢,15
1390,里逛,15
1391,很长队,15
1392,特别舒服,15
1393,比较隐蔽,15
1394,现烤,15
1395,霸王虾,15
1396,味道香醇,15
1397,疫情原因,15
1398,蛮久,15
1399,觉得真的,15
1400,终于时间,15
1401,味醇厚,15
1402,喜欢感觉,15
1403,比较晚,15
1404,可能咖啡,15
1405,比较好喝,15
1406,铁拉花,14
1407,排队还好,14
1408,白色系,14
1409,卡店,14
